T.rec T.ins T.mki T.imu T.aln T.nav  Pitch.i Roll.i THdg.i  VE.i VN.i VU.bi  Lon.i Lat.i H.bi  Pitch.it Roll.it GHdg.it THdg.it  VE.it VN.it VU.bit  Lon.it Lat.it H.bit  Vr1 Vr2  Azm  Pitch.k Roll.k GHdg.k THdg.k  VE.k VN.k VU.k  Lon.k Lat.k H.k  dLon.i dLat.i dH.i  dLon.k dLat.k dH.k  alpha1.r alpha2.r beta3.r  WdX.r WdY.r WdZ.r  alpha1.s alpha2.s beta3.s  WdX.s WdY.s WdZ.s  dRE.n dRN.n dRU.n  dHb.n  dVE.n dVN.n dVU.n dV1.n dV2.n  alpha1.n alpha2.n beta3.n  WdX.n WdY.n WdZ.n  AoX.n AoY.n AoZ.n  TauP.n TauV.n  alpha1.d alpha2.d beta3.d  WdX.d WdY.d WdZ.d  AoX.d AoY.d AoZ.d  MSens msCause ms_dV1 ms_dV2 ms_dPitch ms_dRoll ms_dHdg  Pitch.at Roll.at THdg.at  Pitch.sm Roll.sm THdg.sm Ax.1s Ay.1s Az.1s  Ax.sm Ay.sm Az.sm  Wx.1s Wy.1s Wz.1s  Wx.sm Wy.sm Wz.sm  Ta.x Ta.y Ta.z  Tg.x Tg.y Tg.z  Lat.gc Lat.sm  Ws1 Ws2 Ws3  Wc1 Wc2 Wc3  Wd1.lat Wd2.lat  AccErr GyrErr  
860 860.09 0 860.09 282.7 574.39 2.51037598 0.137329102 -119.317017 -0.0231098096 -0.222256082 -0.0174830734 38.8448342 55.6880383 150 2.50829458 0.135505199 -0.00188827515 -119.31515 -0.0231098096 -0.222055127 -0.0174830734 38.8448343 55.6880382 149.792969 -0.182467019 0.128611115 -119.313262 2.5101614 0.137736797 -0.00190973282 -119.398985 0.00200954866 -0.0148706601 -0.0154735247 38.8448654 55.6884903 149.988281 -2.32059278 -50.8915365 -0.20703125 -0.372764904 -0.651977956 0 -0.710678101 -0.777626038 -109.547424 0 0 0 -0.720977783 -0.772476196 -108.476257 0.001 0 -0.007 -2 -50 -0.2 -0.2 -0.0257222229 -0.205777783 -0.00321527786 -0.167194449 0.122180559 0.108146667 0.139045715 5.00564575 0 0 0.003 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00321527786 0 0 0 0 2.50835896 0.135419369 -119.315257 0 0 0 0.429267406 9.8046537 -0.024325788 0 0 0 -3.45983505 16.0640717 6.85186386 0 0 0 75.85 76.1 77.15 75.3 74.9 74.7 55.6884956 0 -0.173 -0.2225 0 7.388 -4.156 12.424 -0.173 -0.2225 508.782962 -6.11289156 
861 861.09 0 861.09 282.7 575.39 2.51037598 0.137329102 -119.317017 -0.0247174486 -0.223662766 -0.0174830734 38.8448339 55.6880363 150 2.5083375 0.13531208 -0.00180244446 -119.315064 -0.0247174486 -0.223662766 -0.0172821185 38.8448339 55.6880362 149.792969 -0.182868928 0.130821618 -119.313262 2.51022577 0.137650967 -0.0018453598 -119.39935 0.000602864599 -0.0156744796 -0.0152725698 38.8448654 55.6884903 149.988281 -2.34684383 -51.1057578 -0.20703125 -0.372764904 -0.651977956 0 -0.710678101 -0.777626038 -109.547424 0 0 0 -0.720977783 -0.772476196 -108.476257 0.001 0 -0.007 -2 -50 -0.2 -0.2 -0.0257222229 -0.205777783 -0.00321527786 -0.167194449 0.122180559 0.108146667 0.139045715 5.02624512 0 0 0.003 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00321527786 0 0 0 0 2.50842333 0.135333538 -119.315214 0 0 0 0.432880282 9.8057031 -0.0222886801 0 0 0 -2.20413208 12.3973846 7.84921646 0 0 0 75.85 76.1 77.15 75.3 74.9 74.7 55.6884956 0 -0.173 -0.2225 0 7.388 -4.156 12.424 -0.173 -0.2225 507.594627 -6.09625071 
862 862.09 0 862.09 282.7 576.39 2.51037598 0.137329102 -119.317017 -0.0239136291 -0.223863721 -0.0170811636 38.8448336 55.6880343 150 2.50853062 0.135848522 -0.00171661377 -119.314978 -0.024114584 -0.223662766 -0.0170811636 38.8448336 55.6880342 149.792969 -0.183270838 0.130218753 -119.313262 2.5103116 0.138015747 -0.00163078308 -119.399564 0.00140668406 -0.015071615 -0.015071615 38.8448657 55.6884903 149.992188 -2.36784467 -51.3292931 -0.20703125 -0.351764064 -0.651977956 0 -0.710678101 -0.777626038 -109.547424 0 0 0 -0.720977783 -0.772476196 -108.476257 0.001 0 -0.007 -2 -51 -0.2 -0.2 -0.0257222229 -0.208993061 -0.00321527786 -0.170409727 0.122180559 0.108146667 0.139045715 5.04684448 0 0 0.003 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00321527786 0 0 0 0 2.50850916 0.135698318 -119.315 0 0 0 0.431795299 9.80532724 -0.0235795975 0 0 0 -6.88877106 19.015789 7.98482895 0 0 0 75.85 76.1 77.15 75.3 74.9 74.7 55.6884956 0 -0.173 -0.2225 0 7.388 -4.156 12.424 -0.173 -0.2225 511.572838 -6.11932487 
863 863.09 0 863.09 282.7 577.39 2.51037598 0.137329102 -119.311523 -0.0251193583 -0.224667541 -0.0170811636 38.8448332 55.6880323 150 2.50827312 0.136084557 -0.000493526459 -119.313755 -0.0251193583 -0.224667541 -0.0170811636 38.8448331 55.6880322 149.792969 -0.183672748 0.131625437 -119.313262 2.51013994 0.138337612 -0.000321865082 -119.398663 0.000401909733 -0.0152725698 -0.015071615 38.8448657 55.6884903 149.992188 -2.39409572 -51.5528284 -0.20703125 -0.351764064 -0.651977956 0 -0.710678101 -0.777626038 -109.547424 0 0 0 -0.720977783 -0.772476196 -108.476257 0.001 0 -0.007 -2 -51 -0.2 -0.2 -0.0257222229 -0.208993061 -0.00321527786 -0.170409727 0.125395837 0.108146667 0.139045715 5.08804321 0 0 0.003 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00321527786 0 0 0 0 2.50831604 0.136020184 -119.313691 0 0 0 0.429007173 9.80580539 -0.0240468979 0 0 0 -0.439453125 7.31105804 7.52820969 0 0 0 75.85 76.1 77.15 75.3 74.9 74.7 55.6884956 0 -0.173 -0.2225 0 7.388 -4.156 12.424 -0.173 -0.2225 513.058114 -6.20597505 
864 864.09 0 864.09 282.7 578.39 2.51037598 0.137329102 -119.317017 -0.027128907 -0.22627518 -0.0174830734 38.8448329 55.6880303 150 2.5084877 0.135784149 -0.00152349472 -119.314785 -0.0269279521 -0.226074225 -0.0172821185 38.8448327 55.6880301 149.792969 -0.184074658 0.134036896 -119.313262 2.51029015 0.138251781 -0.00120162964 -119.399951 -0.00140668406 -0.0160763893 -0.0154735247 38.8448657 55.6884903 149.992188 -2.42034677 -51.7856777 -0.20703125 -0.351764064 -0.651977956 0 -0.710678101 -0.777626038 -109.547424 0 0 0 -0.720977783 -0.772476196 -108.476257 0.001 0 -0.007 -2 -51 -0.2 -0.2 -0.0257222229 -0.208993061 -0.00321527786 -0.170409727 0.125395837 0.108146667 0.139045715 5.10864258 0 0 0.003 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00321527786 0 0 0 0 2.50846624 0.135912895 -119.31457 0 0 0 0.430738688 9.8052792 -0.0234177113 0 0 0 -1.67541504 6.03218079 6.75573349 0 0 0 75.85 76.1 77.15 75.3 74.9 74.7 55.6884956 0 -0.173 -0.2225 0 7.388 -4.156 12.424 -0.173 -0.2225 510.824543 -6.18928497 
865 865.09 0 865.09 282.7 579.39 2.51037598 0.137329102 -119.317017 -0.0279327264 -0.226878044 -0.0170811636 38.8448322 55.6880283 150 2.50818729 0.135891438 -0.00133037567 -119.314592 -0.0277317716 -0.226878044 -0.0170811636 38.8448323 55.6880281 149.796875 -0.184275612 0.13504167 -119.313262 2.51013994 0.138058662 -0.001308918 -119.400465 -0.00221050353 -0.0160763893 -0.015071615 38.8448661 55.6884903 149.992188 -2.44659782 -52.009213 -0.203125 -0.330763225 -0.651977956 0 -0.710678101 -0.777626038 -109.547424 0 0 0 -0.720977783 -0.772476196 -108.476257 0.001 0 -0.007 -2 -51 -0.2 -0.2 -0.0257222229 -0.208993061 -0.00321527786 -0.170409727 0.125395837 0.108146667 0.139045715 5.12924194 0 0 0.003 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00321527786 0 0 0 0 2.50831604 0.135719776 -119.314678 0 0 0 0.431222975 9.80438358 -0.0235912204 0 0 0 -4.22887802 13.2522583 6.69050217 0 0 0 75.85 76.1 77.15 75.3 74.9 74.7 55.6884956 0 -0.173 -0.2225 0 7.388 -4.156 12.424 -0.173 -0.2225 513.276714 -6.17412016 
866 866.09 0 866.09 282.7 580.39 2.51037598 0.137329102 -119.317017 -0.0277317716 -0.227279954 -0.0172821185 38.8448319 55.6880262 150 2.50831604 0.13586998 -0.00126600266 -119.314528 -0.0277317716 -0.227078999 -0.0172821185 38.8448319 55.6880261 149.796875 -0.184476567 0.13504167 -119.313283 2.5100112 0.138208866 -0.00113725662 -119.400702 -0.0018085938 -0.0156744796 -0.0152725698 38.8448661 55.6884903 149.992188 -2.47284887 -52.2327483 -0.203125 -0.330763225 -0.651977956 0 -0.710678101 -0.777626038 -109.547424 0 0 0 -0.720977783 -0.772476196 -108.476257 0.001 0 -0.007 -2 -51 -0.2 -0.2 -0.0257222229 -0.212208339 -0.00321527786 -0.170409727 0.125395837 0.108146667 0.139045715 5.14984131 0 0 0.003 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00321527786 0 0 0 0 2.50816584 0.13586998 -119.314506 0 0 0 0.431615651 9.80579746 -0.0235238075 0 0 0 -4.39453125 14.7354126 7.73077011 0 0 0 75.85 76.1 77.15 75.3 74.9 74.7 55.6884956 0 -0.173 -0.2225 0 7.388 -4.156 12.424 -0.173 -0.2225 515.567868 -6.17412016 
867 867.09 0 867.09 282.7 581.39 2.51037598 0.137329102 -119.317017 -0.0283346362 -0.228284728 -0.0174830734 38.8448315 55.6880242 150 2.50842333 0.135912895 -0.00126600266 -119.314528 -0.0283346362 -0.228083773 -0.0172821185 38.8448314 55.688024 149.796875 -0.185079432 0.136046445 -119.313283 2.51018286 0.138230324 -0.00126600266 -119.401259 -0.00221050353 -0.0158754344 -0.0152725698 38.8448661 55.6884903 149.992188 -2.50435013 -52.4655975 -0.203125 -0.330763225 -0.651977956 0 -0.710678101 -0.777626038 -109.547424 0 0 0 -0.720977783 -0.772476196 -108.476257 0.001 0 -0.007 -2 -52 -0.2 -0.2 -0.0257222229 -0.212208339 -0.00321527786 -0.170409727 0.125395837 0.108146667 0.139045715 5.17044067 0 0 0.003 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00321527786 0 0 0 0 2.5083375 0.135891438 -119.314635 0 0 0 0.429606318 9.80506194 -0.0236156583 0 0 0 -3.56884003 12.7733231 6.29653931 0 0 0 75.85 76.1 77.15 75.3 74.9 74.7 55.6884956 0 -0.173 -0.2225 0 7.388 -4.156 12.424 -0.173 -0.2225 506.6902 -6.17412016 
868 868.09 0 868.09 282.7 582.39 2.51037598 0.137329102 -119.317017 -0.0313489592 -0.230294277 -0.0160763893 38.8448309 55.6880219 150 2.50814438 0.135934353 -0.00118017197 -119.314442 -0.0311480043 -0.230294277 -0.0158754344 38.844831 55.688022 149.796875 -0.185481342 0.139663632 -119.313283 2.50996828 0.13835907 -0.00109434128 -119.401495 -0.00502387166 -0.0172821185 -0.0138658858 38.8448661 55.6884903 149.992188 -2.53060118 -52.6891328 -0.203125 -0.330763225 -0.651977956 0 -0.710678101 -0.777626038 -109.547424 0 0 0 -0.720977783 -0.772476196 -108.476257 0.001 0 -0.007 -2 -52 -0.2 -0.2 -0.0257222229 -0.212208339 -0.00321527786 -0.173625005 0.125395837 0.113296509 0.139045715 5.2116394 0 0 0.003 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00321527786 0 0 0 0 2.50810146 0.135998726 -119.314463 0 0 0 0.4302966 9.80510944 -0.0239459276 0 0 0 -3.09848785 12.1107101 7.19261169 0 0 0 75.85 76.1 77.15 75.3 74.9 74.7 55.6884956 0 -0.173 -0.2225 0 7.388 -4.156 12.424 -0.173 -0.2225 513.750049 -6.2650848 
869 869.09 0 869.09 282.7 583.39 2.51037598 0.137329102 -119.317017 -0.028535591 -0.229892367 -0.0168802088 38.8448305 55.6880199 150 2.50838041 0.135827065 -0.00139474869 -119.314656 -0.0283346362 -0.229892367 -0.0166792539 38.8448305 55.6880199 149.796875 -0.186687071 0.137051219 -119.313283 2.51007557 0.138273239 -0.00109434128 -119.401903 -0.00200954866 -0.0162773442 -0.0146697052 38.8448661 55.6884903 149.996094 -2.56210244 -52.9219821 -0.203125 -0.330763225 -0.651977956 0 -0.710678101 -0.777626038 -109.547424 0 0 0 -0.720977783 -0.772476196 -108.476257 0.001 0 -0.007 -2 -52 -0.2 -0.2 -0.0257222229 -0.212208339 -0.00321527786 -0.173625005 0.128611115 0.113296509 0.139045715 5.23223877 0 0 0.003 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00321527786 0 0 0 0 2.50820875 0.135912895 -119.314463 0 0 0 0.433214843 9.80650103 -0.0236436725 0 0 0 -3.40061188 13.175869 8.11271667 0 0 0 75.85 76.1 77.15 75.3 74.9 74.7 55.6884956 0 -0.173 -0.2225 0 7.388 -4.158 12.424 -0.173 -0.2225 513.201043 -6.31963528 
870 870.09 0 870.09 282.7 584.39 2.51037598 0.137329102 -119.317017 -0.0289375008 -0.230294277 -0.0168802088 38.8448302 55.6880179 150 2.50829458 0.136170387 -0.00143766403 -119.314699 -0.0289375008 -0.230093322 -0.0168802088 38.84483 55.6880179 149.796875 -0.186687071 0.137654083 -119.313283 2.51013994 0.138509274 -0.00113725662 -119.402332 -0.00221050353 -0.0158754344 -0.0148706601 38.8448664 55.6884903 149.996094 -2.58835349 -53.1455174 -0.203125 -0.309762385 -0.651977956 0 -0.710678101 -0.777626038 -109.547424 0 0 0 -0.720977783 -0.772476196 -108.476257 0.001 0 -0.007 -2 -52 -0.2 -0.2 -0.0257222229 -0.212208339 -0.00321527786 -0.173625005 0.128611115 0.113296509 0.144195557 5.25283813 0 0 0.003 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00321527786 0 0 0 0 2.50827312 0.13614893 -119.314485 0 0 0 0.427764118 9.80464196 -0.0240536928 0 0 0 -4.84857559 12.3587608 7.47327805 0 0 0 75.85 76.1 77.15 75.3 74.9 74.7 55.6884956 0 -0.173 -0.2225 0 7.388 -4.158 12.424 -0.173 -0.2225 515.70321 -6.40142012 
871 871.09 0 871.09 282.7 585.39 2.51037598 0.137329102 -119.317017 -0.0281336813 -0.230696187 -0.0170811636 38.8448295 55.6880159 150 2.50818729 0.136041641 -0.00122308731 -119.314485 -0.0279327264 -0.230696187 -0.0170811636 38.8448295 55.6880158 149.796875 -0.18749089 0.137051219 -119.313283 2.51022577 0.138401985 -0.00115871429 -119.402761 -0.0012057292 -0.0156744796 -0.015071615 38.8448664 55.6884903 149.996094 -2.61985475 -53.3783667 -0.203125 -0.309762385 -0.651977956 0 -0.710678101 -0.777626038 -109.547424 0 0 0 -0.720977783 -0.772476196 -108.476257 0.001 0 -0.007 -2 -53 -0.2 -0.2 -0.0257222229 -0.215423617 -0.00321527786 -0.173625005 0.128611115 0.113296509 0.144195557 5.2734375 0 0 0.003 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00321527786 0 0 0 0 2.5083375 0.136041641 -119.314528 0 0 0 0.429284215 9.8050198 -0.023514092 0 0 0 -2.84700394 12.6016617 7.08961487 0 0 0 75.85 76.1 77.15 75.3 74.9 74.7 55.6884956 0 -0.173 -0.2225 0 7.388 -4.158 12.424 -0.173 -0.2225 511.931659 -6.43764278 
872 872.09 0 872.09 282.7 586.39 2.51037598 0.137329102 -119.311523 -0.0275308167 -0.230897142 -0.0178849831 38.8448292 55.6880138 150 2.50825167 0.136041641 -0.00105142593 -119.314313 -0.0275308167 -0.230897142 -0.0178849831 38.8448291 55.6880137 149.796875 -0.1878928 0.136649309 -119.313283 2.5100112 0.138509274 -0.000836849213 -119.402847 -0.000602864599 -0.015071615 -0.0158754344 38.8448664 55.6884903 149.996094 -2.6461058 -53.6112159 -0.203125 -0.309762385 -0.651977956 0 -0.710678101 -0.777626038 -109.547424 0 0 0 -0.720977783 -0.772476196 -108.476257 0.001 0 -0.007 -2 -53 -0.2 -0.2 -0.0257222229 -0.215423617 -0.00321527786 -0.173625005 0.128611115 0.113296509 0.144195557 5.29403687 0 0 0.003 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00321527786 0 0 0 0 2.50812292 0.136127472 -119.314206 0 0 0 0.428839386 9.80510509 -0.0241673589 0 0 0 -3.7405014 13.1784439 7.21921921 0 0 0 75.85 76.1 77.15 75.3 74.9 74.7 55.6884956 0 -0.173 -0.2225 0 7.388 -4.158 12.424 -0.173 -0.2225 510.016071 -6.52440295 
873 873.09 0 873.09 282.7 587.39 2.51037598 0.137329102 -119.317017 -0.0281336813 -0.231500006 -0.018085938 38.8448289 55.6880118 150 2.50835896 0.135912895 -0.00118017197 -119.314442 -0.0279327264 -0.231299051 -0.0178849831 38.8448287 55.6880116 149.796875 -0.188093755 0.137453129 -119.313283 2.51005411 0.138294697 -0.001308918 -119.403727 -0.000803819466 -0.0148706601 -0.0158754344 38.8448664 55.6884903 149.996094 -2.67235685 -53.8440652 -0.203125 -0.309762385 -0.651977956 0 -0.710678101 -0.777626038 -109.547424 0 0 0 -0.720977783 -0.772476196 -108.476257 0.001 0 -0.007 -2 -53 -0.2 -0.2 -0.0257222229 -0.215423617 -0.00321527786 -0.173625005 0.128611115 0.113296509 0.144195557 5.3352356 0 0 0.003 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00321527786 0 0 0 0 2.50816584 0.135891438 -119.314678 0 0 0 0.429207385 9.80456412 -0.0237053037 0 0 0 -2.92167664 12.4162674 7.53765106 0 0 0 75.85 76.1 77.15 75.3 74.9 74.7 55.6884956 0 -0.173 -0.2225 0 7.388 -4.158 12.424 -0.173 -0.2225 498.129874 -6.57381551 
874 874.09 0 874.09 282.7 588.39 2.51037598 0.137329102 -119.317017 -0.0289375008 -0.232705735 -0.0196935769 38.8448282 55.6880095 150 2.50825167 0.136020184 -0.00102996826 -119.314291 -0.0287365459 -0.23250478 -0.0196935769 38.8448282 55.6880096 149.792969 -0.18869662 0.138658858 -119.313283 2.51009703 0.13835907 -0.00107288361 -119.403899 -0.00140668406 -0.0154735247 -0.0176840282 38.8448668 55.6884903 149.992188 -2.70385811 -54.0676005 -0.20703125 -0.288761545 -0.651977956 0 -0.710678101 -0.777626038 -109.547424 0 0 0 -0.720977783 -0.772476196 -108.476257 0.001 0 -0.007 -2 -53 -0.2 -0.2 -0.0257222229 -0.215423617 -0.00321527786 -0.176840282 0.128611115 0.113296509 0.144195557 5.35583496 0 0 0.003 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00321527786 0 0 0 0 2.50820875 0.135955811 -119.314442 0 0 0 0.430087924 9.80511296 -0.0233289599 0 0 0 -4.47177887 14.0573502 6.86302185 0 0 0 75.85 76.1 77.15 75.3 74.9 74.7 55.6884956 0 -0.173 -0.2225 0 7.388 -4.158 12.424 -0.173 -0.2225 504.522648 -6.53286426 
875 875.09 0 875.09 282.7 589.39 2.51037598 0.137329102 -119.317017 -0.0273298618 -0.23290669 -0.0198945318 38.8448279 55.6880075 150 2.50827312 0.135612488 -0.00150203705 -119.314764 -0.0273298618 -0.23290669 -0.0198945318 38.8448278 55.6880075 149.792969 -0.189701394 0.137453129 -119.313283 2.51009703 0.138123035 -0.00109434128 -119.404306 0.000401909733 -0.0148706601 -0.0178849831 38.8448668 55.6884903 149.992188 -2.73010916 -54.3004498 -0.20703125 -0.288761545 -0.651977956 0 -0.710678101 -0.777626038 -109.547424 0 0 0 -0.720977783 -0.772476196 -108.476257 0.001 0 -0.007 -2 -54 -0.2 -0.2 -0.0289375008 -0.218638895 -0.00321527786 -0.176840282 0.131826392 0.113296509 0.144195557 5.37643433 0 0 0.003 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00321527786 0 0 0 0 2.50818729 0.135719776 -119.314463 0 0 0 0.431235492 9.80397642 -0.0238108635 0 0 0 -2.62727737 10.8361244 7.90586472 0 0 0 75.85 76.1 77.15 75.3 74.9 74.7 55.6884956 0 -0.173 -0.2225 0 7.388 -4.158 12.424 -0.173 -0.2225 493.202441 -6.62318343 
876 876.09 0 876.09 282.7 590.39 2.51037598 0.137329102 -119.317017 -0.0263250875 -0.233107645 -0.0200954866 38.8448275 55.6880055 150 2.50816584 0.13522625 -0.00182390213 -119.315085 -0.0263250875 -0.23290669 -0.0200954866 38.8448274 55.6880054 149.789063 -0.190304258 0.136649309 -119.313283 2.51029015 0.13771534 -0.00154495239 -119.405165 0.00160763893 -0.0142677955 -0.018085938 38.8448668 55.6884903 149.988281 -2.75636021 -54.5332991 -0.2109375 -0.288761545 -0.651977956 0 -0.710678101 -0.777626038 -109.547424 0 0 0 -0.720977783 -0.772476196 -108.476257 0.001 0 -0.007 -2 -54 -0.2 -0.2 -0.0289375008 -0.218638895 -0.00321527786 -0.176840282 0.131826392 0.113296509 0.144195557 5.39703369 0 0 0.003 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00321527786 0 0 0 0 2.50838041 0.135290623 -119.314935 0 0 0 0.427804291 9.80457199 -0.0245735645 0 0 0 -5.11550903 11.3184929 7.27844238 0 0 0 75.85 76.1 77.15 75.3 74.9 74.7 55.6884956 0 -0.173 -0.2225 0 7.388 -4.158 12.424 -0.173 -0.2225 489.477557 -6.57657244 
877 877.09 0 877.09 282.7 591.39 2.51037598 0.137329102 -119.317017 -0.0245164937 -0.233911465 -0.0217031256 38.8448269 55.6880035 150 2.50842333 0.135462284 -0.00148057938 -119.314764 -0.0245164937 -0.233911465 -0.0217031256 38.8448269 55.6880033 149.785156 -0.191911897 0.135644535 -119.313283 2.5105691 0.137693882 -0.00158786774 -119.405594 0.0036171876 -0.0144687504 -0.019492622 38.8448671 55.6884903 149.988281 -2.78261126 -54.7661483 -0.21484375 -0.267760706 -0.651977956 0 -0.710678101 -0.777626038 -109.547424 0 0 0 -0.720977783 -0.772476196 -108.476257 0.001 0 -0.007 -2 -54 -0.2 -0.2 -0.0289375008 -0.218638895 -0.00321527786 -0.176840282 0.131826392 0.113296509 0.144195557 5.41763306 0 0 0.003 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00321527786 0 0 0 0 2.50865936 0.135269165 -119.314957 0 0 0 0.428953946 9.80506444 -0.0238660574 0 0 0 -4.07867432 12.7544403 6.54802322 0 0 0 75.85 76.1 77.15 75.3 74.9 74.7 55.6884956 0 -0.173 -0.2225 0 7.388 -4.158 12.424 -0.173 -0.2225 481.125228 -6.51370684 
878 878.09 0 878.09 282.7 592.39 2.51037598 0.137329102 -119.317017 -0.0247174486 -0.233911465 -0.021100261 38.8448265 55.6880011 150 2.50842333 0.135891438 -0.00133037567 -119.314592 -0.0245164937 -0.23371051 -0.021100261 38.8448266 55.6880012 149.785156 -0.191911897 0.135644535 -119.313283 2.51044035 0.138294697 -0.001308918 -119.405701 0.0036171876 -0.0136649309 -0.0190907123 38.8448671 55.6884906 149.984375 -2.8036121 -54.9989976 -0.21484375 -0.267760706 -0.614722073 0 -0.710678101 -0.777626038 -109.547424 0 0 0 -0.720977783 -0.772476196 -108.476257 0.001 0 -0.007 -3 -54 -0.2 -0.2 -0.0289375008 -0.218638895 -0.00321527786 -0.176840282 0.131826392 0.113296509 0.144195557 5.43823242 0 0 0.003 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00321527786 0 0 0 0 2.50850916 0.135848522 -119.314678 0 0 0 0.42775023 9.80384809 -0.0244345665 0 0 0 -5.35326004 17.0219421 8.55903625 0 0 0 75.85 76.1 77.15 75.3 74.9 74.7 55.6884956 0 -0.173 -0.2225 0 7.388 -4.158 12.424 -0.173 -0.2225 487.485665 -6.53843114 
879 879.09 0 879.09 282.7 593.39 2.51037598 0.137329102 -119.317017 -0.0233107645 -0.23371051 -0.0206983512 38.8448262 55.6879991 150 2.50810146 0.136041641 -0.00118017197 -119.314442 -0.0233107645 -0.233509555 -0.0206983512 38.8448262 55.6879991 149.78125 -0.192313807 0.134438806 -119.313283 2.51024723 0.138466358 -0.000987052917 -119.405766 0.00522482653 -0.0128611115 -0.0186888026 38.8448674 55.6884906 149.980469 -2.82986314 -55.2318469 -0.21875 -0.246759866 -0.614722073 0 -0.710678101 -0.777626038 -109.547424 0 0 0 -0.720977783 -0.772476196 -108.476257 0.001 0 -0.007 -3 -54 -0.2 -0.2 -0.0289375008 -0.218638895 -0.00321527786 -0.176840282 0.131826392 0.113296509 0.144195557 5.47943115 0 0 0.003 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00321527786 0 0 0 0 2.50831604 0.136041641 -119.314356 0 0 0 0.429840267 9.80589354 -0.0236855745 0 0 0 -0.913238525 9.78298187 7.73763657 0 0 0 75.85 76.1 77.15 75.3 74.9 74.7 55.6884956 0 -0.173 -0.2225 0 7.388 -4.158 12.424 -0.173 -0.2225 489.338095 -6.64176619 
880 880.09 0 880.09 282.7 594.39 2.51037598 0.137329102 -119.317017 -0.0263250875 -0.235117194 -0.019492622 38.8448258 55.6879971 150 2.50808001 0.135784149 -0.00133037567 -119.314592 -0.0261241326 -0.234916239 -0.0192916672 38.8448258 55.687997 149.777344 -0.192112852 0.137654083 -119.313283 2.51024723 0.138316154 -0.00120162964 -119.406388 0.0024114584 -0.013463976 -0.0172821185 38.8448674 55.6884906 149.980469 -2.85611419 -55.4646961 -0.22265625 -0.246759866 -0.614722073 0 -0.710678101 -0.777626038 -109.547424 0 0 0 -0.720977783 -0.772476196 -108.476257 0.001 0 -0.007 -3 -55 -0.2 -0.2 -0.0289375008 -0.221854173 -0.00321527786 -0.18005556 0.131826392 0.113296509 0.144195557 5.50003052 0 0 0.003 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00321527786 0 0 0 0 2.50831604 0.13586998 -119.31457 0 0 0 0.429716825 9.8052485 -0.0234220028 0 0 0 -4.25548553 13.5492325 6.87761307 0 0 0 75.85 76.1 77.15 75.3 74.9 74.7 55.6884956 0 -0.173 -0.2225 0 7.388 -4.158 12.424 -0.173 -0.2225 491.412465 -6.61177341 
881 881.09 0 881.09 282.7 595.39 2.51037598 0.137329102 -119.317017 -0.028535591 -0.236121968 -0.0182868928 38.8448255 55.6879951 150 2.5083375 0.136020184 -0.00171661377 -119.314978 -0.028535591 -0.236121968 -0.0182868928 38.8448253 55.6879948 149.777344 -0.191911897 0.140266497 -119.313283 2.51018286 0.138337612 -0.00154495239 -119.407117 0.000200954866 -0.0136649309 -0.0162773442 38.8448674 55.6884906 149.980469 -2.88236524 -55.7068594 -0.22265625 -0.246759866 -0.614722073 0 -0.710678101 -0.777626038 -109.547424 0 0 0 -0.720977783 -0.772476196 -108.476257 0.001 0 -0.007 -3 -55 -0.2 -0.2 -0.0289375008 -0.221854173 -0.00321527786 -0.18005556 0.131826392 0.113296509 0.144195557 5.52062988 0 0 0.003 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00321527786 0 0 0 0 2.50823021 0.135891438 -119.314935 0 0 0 0.431561351 9.80661577 -0.0231710672 0 0 0 -1.92689896 12.2231483 6.65874481 0 0 0 75.85 76.1 77.15 75.3 74.9 74.7 55.6884956 0 -0.173 -0.2225 0 7.388 -4.158 12.424 -0.173 -0.2225 497.431369 -6.67272414 
