55.68885	38.84487	-8.03819E-5	6.02865E-5	-0.00141
55.68885	38.84487	-0.00241	-6.02865E-4	-0.00442
55.68885	38.84487	-0.00342	-4.0191E-4	-0.00723
55.68885	38.84487	-0.00301	-0.00201	-0.00462
55.68885	38.84487	-0.00301	-0.00261	-0.00603
55.68885	38.84487	-0.00281	-0.00342	-0.00563
55.68885	38.84487	-0.00322	-0.00402	-0.00623
55.68885	38.84487	-0.00502	-0.00402	-0.01105
55.68885	38.84487	-0.00442	-0.00382	-0.00864
55.68885	38.84487	-0.00502	-0.00563	-0.00804
55.68885	38.84487	-0.00522	-0.00703	-0.00924
55.68885	38.84487	-0.00583	-0.00744	-0.01025
55.68885	38.84487	-0.00623	-0.00804	-0.01025
55.68885	38.84487	-0.00603	-0.00824	-0.00864
55.68885	38.84487	-0.00723	-0.00884	-0.01085
55.68885	38.84487	-0.00703	-0.00985	-0.00904
55.68885	38.84487	-0.00583	-0.01005	-0.00723
55.68885	38.84487	-0.00643	-0.01286	-0.00784
55.68885	38.84487	-0.00623	-0.01346	-0.00703
55.68885	38.84487	-0.00683	-0.01366	-0.00764
55.68885	38.84487	-0.00663	-0.01527	-0.00683
55.68885	38.84487	-0.00663	-0.01487	-0.00683
55.68885	38.84487	-0.00643	-0.01588	-0.00402
55.68885	38.84487	-0.00663	-0.01748	-0.00422
55.68885	38.84487	-0.00744	-0.01809	-0.00543
55.68885	38.84487	-0.00764	-0.01788	-0.00462
55.68885	38.84487	-0.00804	-0.01849	-0.00482
55.68885	38.84487	-0.00723	-0.01929	-0.00402
55.68885	38.84487	-0.00824	-0.0203	-0.00422
55.68885	38.84487	-0.00864	-0.01909	-0.00543
55.68885	38.84487	-0.00864	-0.01969	-0.00603
55.68885	38.84487	-0.00944	-0.01989	-0.00703
55.68885	38.84487	-0.01025	-0.01949	-0.00884
55.68885	38.84487	-0.01025	-0.0205	-0.00663
55.68885	38.84487	-0.01005	-0.0213	-0.00623
55.68885	38.84487	-0.01045	-0.0215	-0.00543
55.68885	38.84487	-0.01065	-0.02211	-0.00663
55.68885	38.84487	-0.01186	-0.02251	-0.00804
55.68885	38.84487	-0.01166	-0.02331	-0.00703
55.68885	38.84487	-0.01186	-0.02211	-0.00824
55.68885	38.84487	-0.01206	-0.02371	-0.00703
55.68885	38.84487	-0.01266	-0.02512	-0.00643
55.68885	38.84487	-0.01266	-0.02592	-0.00603
55.68885	38.84487	-0.01286	-0.02532	-0.00623
55.68885	38.84487	-0.01427	-0.02552	-0.00924
55.68885	38.84487	-0.01407	-0.02633	-0.00723
55.68885	38.84486	-0.01447	-0.02592	-0.00703
55.68885	38.84486	-0.01467	-0.02633	-0.00744
55.68885	38.84486	-0.01387	-0.02753	-0.00502
55.68885	38.84486	-0.01387	-0.02753	-0.00543
55.68885	38.84486	-0.01467	-0.02753	-0.00764
55.68885	38.84486	-0.01608	-0.02673	-0.01005
55.68885	38.84486	-0.01547	-0.02833	-0.00703
55.68885	38.84486	-0.01447	-0.02974	-0.00442
55.68885	38.84486	-0.01366	-0.03075	-0.00261
55.68885	38.84486	-0.01366	-0.03034	-0.00322
55.68885	38.84486	-0.01366	-0.02994	-0.00241
55.68885	38.84486	-0.01326	-0.03075	-0.00161
55.68885	38.84486	-0.01246	-0.03034	2.00955E-4
55.68885	38.84486	-0.01326	-0.02994	-4.0191E-4
55.68884	38.84486	-0.01366	-0.03075	0
55.68884	38.84486	-0.01407	-0.03055	0
55.68884	38.84486	-0.01447	-0.02934	-0.00261
55.68884	38.84486	-0.01487	-0.02914	-0.00281
55.68884	38.84486	-0.01467	-0.02994	-0.00121
55.68884	38.84486	-0.01407	-0.03014	2.00955E-4
55.68884	38.84486	-0.01608	-0.02974	-0.00261
55.68884	38.84486	-0.01487	-0.03115	4.0191E-4
55.68884	38.84486	-0.01527	-0.03034	2.00955E-4
55.68884	38.84486	-0.01567	-0.02974	1E-3
55.68884	38.84486	-0.01648	-0.02994	-8.03819E-4
55.68884	38.84486	-0.01668	-0.02954	-8.03819E-4
55.68884	38.84486	-0.01668	-0.03075	0.00201
55.68884	38.84486	-0.01708	-0.03075	0.00121
55.68884	38.84486	-0.01648	-0.03135	0.00382
55.68884	38.84486	-0.01588	-0.03095	0.00382
55.68884	38.84486	-0.01608	-0.03115	0.00382
55.68884	38.84486	-0.01608	-0.03055	0.00583
55.68884	38.84486	-0.01788	-0.02994	0.00281
55.68884	38.84486	-0.01809	-0.03075	0.00261
55.68884	38.84486	-0.01889	-0.03055	0.00201
55.68884	38.84486	-0.01949	-0.02894	2.00955E-4
55.68884	38.84486	-0.01909	-0.02833	0.00382
55.68884	38.84486	-0.01929	-0.02713	0.00362
55.68884	38.84486	-0.0201	-0.02733	0.00261
55.68884	38.84486	-0.0201	-0.02733	1E-3
55.68884	38.84486	-0.01989	-0.02673	0.00201
55.68884	38.84486	-0.0205	-0.02633	0.00121
55.68884	38.84486	-0.0201	-0.02633	0.00342
55.68884	38.84486	-0.01969	-0.02653	0.00522
55.68884	38.84486	-0.01989	-0.02733	0.00643
55.68884	38.84486	-0.0207	-0.02713	0.00643
55.68884	38.84486	-0.0201	-0.02813	0.00683
55.68884	38.84487	-0.0209	-0.02753	0.00603
55.68884	38.84487	-0.0209	-0.02773	0.00623
55.68884	38.84487	-0.0211	-0.02934	0.00643
55.68884	38.84487	-0.0219	-0.02813	0.00543
55.68884	38.84487	-0.0217	-0.02894	0.00442
55.68884	38.84487	-0.0215	-0.03034	0.00703
55.68884	38.84487	-0.02271	-0.03014	0.00482
55.68884	38.84487	-0.02391	-0.02974	0.00322
55.68884	38.84487	-0.02512	-0.02874	-2.00955E-4
55.68884	38.84487	-0.02532	-0.02894	-0.00221
55.68884	38.84487	-0.02693	-0.02693	-0.00522
55.68884	38.84487	-0.02753	-0.02673	-0.00623
55.68884	38.84487	-0.02793	-0.02713	-0.00744
55.68884	38.84487	-0.02773	-0.02653	-0.00784
55.68884	38.84487	-0.02874	-0.02592	-0.01045
55.68884	38.84486	-0.02793	-0.02673	-0.00723
55.68884	38.84486	-0.02813	-0.02693	-0.00563
55.68884	38.84486	-0.02894	-0.02612	-0.00663
55.68884	38.84486	-0.02934	-0.02572	-0.00683
55.68884	38.84486	-0.02934	-0.02452	-0.00703
55.68884	38.84486	-0.03014	-0.02432	-0.00944
55.68883	38.84486	-0.02994	-0.02311	-0.00944
55.68883	38.84486	-0.02974	-0.02391	-0.00844
55.68883	38.84486	-0.02934	-0.02472	-0.00563
55.68883	38.84486	-0.02914	-0.02512	-0.00603
55.68883	38.84486	-0.03055	-0.02532	-0.00643
55.68883	38.84486	-0.03055	-0.02472	-0.00663
55.68883	38.84486	-0.03075	-0.02391	-0.00804
55.68883	38.84486	-0.03135	-0.02271	-0.00824
55.68883	38.84486	-0.03215	-0.0207	-0.01025
55.68883	38.84486	-0.03155	-0.0209	-0.00844
55.68883	38.84486	-0.03195	-0.0207	-0.00583
55.68883	38.84486	-0.03175	-0.0207	-0.00522
55.68883	38.84486	-0.03215	-0.0203	-0.00362
55.68883	38.84486	-0.03336	-0.0201	-0.00502
55.68883	38.84486	-0.03376	-0.0209	-0.00522
55.68883	38.84486	-0.03316	-0.0209	-0.00422
55.68883	38.84486	-0.03416	-0.01989	-0.00543
55.68883	38.84486	-0.03477	-0.0209	-0.00522
55.68883	38.84486	-0.03477	-0.0217	-0.00462
55.68883	38.84486	-0.03497	-0.02211	-0.00281
55.68883	38.84486	-0.03436	-0.02251	-1E-3
55.68883	38.84486	-0.03497	-0.02211	-0.00322
55.68883	38.84486	-0.03436	-0.02291	-0.00221
55.68883	38.84486	-0.03436	-0.02291	-0.00121
55.68883	38.84486	-0.03456	-0.02311	-0.00141
55.68883	38.84486	-0.03416	-0.02351	-2.00955E-4
55.68883	38.84486	-0.03376	-0.02271	8.03819E-4
55.68883	38.84486	-0.03477	-0.02211	-1E-3
55.68883	38.84486	-0.03517	-0.02211	-0.00181
55.68883	38.84486	-0.03477	-0.02351	-2.00955E-4
55.68883	38.84486	-0.03456	-0.02271	0.00201
55.68883	38.84486	-0.03456	-0.02211	0.00141
55.68883	38.84486	-0.03477	-0.0219	0.00281
55.68882	38.84486	-0.03497	-0.02351	0.00462
55.68882	38.84486	-0.03497	-0.02271	0.00322
55.68882	38.84486	-0.03537	-0.02331	0.00502
55.68882	38.84486	-0.03537	-0.02331	0.00623
55.68882	38.84486	-0.03577	-0.02271	0.00522
55.68882	38.84486	-0.03677	-0.02411	0.00522
55.68882	38.84486	-0.03718	-0.02532	0.00482
55.68882	38.84486	-0.03698	-0.02452	0.00522
55.68882	38.84486	-0.03838	-0.02371	0.00322
55.68882	38.84486	-0.03959	-0.0215	0.00141
55.68882	38.84486	-0.03959	-0.02231	0.00241
55.68882	38.84486	-0.03919	-0.0215	0.00382
55.68882	38.84486	-0.04059	-0.02291	0.00281
55.68882	38.84486	-0.0414	-0.02311	0.00141
55.68882	38.84486	-0.0418	-0.0217	0
55.68882	38.84486	-0.042	-0.0211	-1E-3
55.68882	38.84486	-0.042	-0.0219	8.03819E-4
55.68882	38.84486	-0.0422	-0.0213	8.03819E-4
55.68882	38.84486	-0.0418	-0.0215	0.00221
55.68882	38.84486	-0.042	-0.0205	0.00121
55.68882	38.84486	-0.0424	-0.01989	0.00141
55.68882	38.84486	-0.0422	-0.0201	0.00301
55.68882	38.84486	-0.0428	-0.01949	0.00201
55.68882	38.84486	-0.04341	-0.01929	0.00121
55.68882	38.84486	-0.04341	-0.0201	0.00241
55.68882	38.84486	-0.04361	-0.01949	0.00301
55.68882	38.84486	-0.04421	-0.01829	1E-3
55.68882	38.84486	-0.04401	-0.01788	0.00261
55.68881	38.84486	-0.04401	-0.01929	0.00342
55.68881	38.84486	-0.04421	-0.01929	0.00382
55.68881	38.84486	-0.04381	-0.01949	0.00522
55.68881	38.84486	-0.04361	-0.0203	0.00583
55.68881	38.84486	-0.04381	-0.0209	0.00764
55.68881	38.84486	-0.04521	-0.01949	0.00422
55.68881	38.84486	-0.04461	-0.0205	0.00683
55.68881	38.84486	-0.04501	-0.0201	0.00663
55.68881	38.84486	-0.04582	-0.0203	0.00502
55.68881	38.84486	-0.04542	-0.0211	0.00623
55.68881	38.84486	-0.04602	-0.02211	0.00643
55.68881	38.84486	-0.04702	-0.02371	0.00422
55.68881	38.84486	-0.04702	-0.02411	0.00462
55.68881	38.84486	-0.04702	-0.02432	0.00522
55.68881	38.84486	-0.04743	-0.02411	0.00442
55.68881	38.84486	-0.04783	-0.02472	0.00502
55.68881	38.84486	-0.04743	-0.02432	0.00583
55.68881	38.84487	-0.04843	-0.02411	0.00543
55.68881	38.84487	-0.04964	-0.02351	0.00322
55.68881	38.84487	-0.05064	-0.02472	0.00281
55.68881	38.84487	-0.05044	-0.02653	0.00462
55.68881	38.84487	-0.05064	-0.02592	0.00442
55.68881	38.84487	-0.05024	-0.02713	0.00623
55.68881	38.84487	-0.05044	-0.02633	0.00623
55.6888	38.84487	-0.05104	-0.02612	0.00522
55.6888	38.84487	-0.05124	-0.02552	0.00382
55.6888	38.84487	-0.05144	-0.02311	0.00382
55.6888	38.84487	-0.05225	-0.02231	0.00322
55.6888	38.84487	-0.05265	-0.0217	0.00241
55.6888	38.84487	-0.05225	-0.0215	0.00382
55.6888	38.84487	-0.05205	-0.0209	0.00663
55.6888	38.84487	-0.05365	-0.01869	0.00301
55.6888	38.84487	-0.05406	-0.01748	0.00241
55.6888	38.84487	-0.05446	-0.01628	0.00201
55.6888	38.84487	-0.05446	-0.01628	0.00201
55.6888	38.84487	-0.05386	-0.01668	0.00543
55.6888	38.84487	-0.05386	-0.01668	0.00543
55.6888	38.84487	-0.05386	-0.01668	0.00744
55.6888	38.84487	-0.05486	-0.01527	0.00422
55.6888	38.84487	-0.05587	-0.01467	0.00502
55.6888	38.84487	-0.05627	-0.01366	0.00462
55.6888	38.84487	-0.05607	-0.01427	0.00583
55.6888	38.84487	-0.05546	-0.01447	0.00643
55.6888	38.84487	-0.05587	-0.01507	0.00723
55.68879	38.84487	-0.05587	-0.01608	0.00764
55.68879	38.84487	-0.05647	-0.01547	0.00643
55.68879	38.84487	-0.05707	-0.01628	0.00583
55.68879	38.84487	-0.05707	-0.01608	0.00623
55.68879	38.84487	-0.05747	-0.01628	0.00643
55.68879	38.84487	-0.05647	-0.01728	0.00904
55.68879	38.84487	-0.05687	-0.01648	0.00864
55.68879	38.84487	-0.05747	-0.01628	0.01025
55.68879	38.84487	-0.05808	-0.01628	0.00985
55.68879	38.84487	-0.05868	-0.01588	0.00904
55.68879	38.84487	-0.05928	-0.01467	0.00744
55.68879	38.84487	-0.05988	-0.01447	0.00784
55.68879	38.84487	-0.06009	-0.01326	0.00744
55.68879	38.84487	-0.06009	-0.01326	0.00884
55.68879	38.84487	-0.06049	-0.01306	0.00864
55.68879	38.84487	-0.0623	-0.01166	0.00442
55.68879	38.84487	-0.06149	-0.01246	0.00663
55.68879	38.84487	-0.0621	-0.01145	0.00603
55.68879	38.84487	-0.06149	-0.01266	0.00884
55.68878	38.84487	-0.0623	-0.01266	0.00784
55.68878	38.84487	-0.0627	-0.01186	0.00804
55.68878	38.84487	-0.0625	-0.01206	0.01005
55.68878	38.84487	-0.0625	-0.01186	0.01105
55.68878	38.84487	-0.06491	-0.00944	0.00322
55.68878	38.84487	-0.06491	-0.01025	0.00482
55.68878	38.84487	-0.06551	-0.01045	0.00583
55.68878	38.84487	-0.06571	-0.01085	0.00804
55.68878	38.84487	-0.06632	-0.00985	0.00563
55.68878	38.84487	-0.06632	-0.01085	0.00663
55.68878	38.84487	-0.06632	-0.01186	0.00784
55.68878	38.84487	-0.06712	-0.01246	0.00663
55.68878	38.84487	-0.06752	-0.01306	0.00764
55.68878	38.84487	-0.06672	-0.01266	0.00804
55.68878	38.84487	-0.06772	-0.01306	0.00723
55.68878	38.84487	-0.06812	-0.01387	0.00703
55.68878	38.84487	-0.06812	-0.01427	0.00623
55.68877	38.84487	-0.06873	-0.01427	0.00502
55.68877	38.84487	-0.06893	-0.01407	0.00543
55.68877	38.84487	-0.06873	-0.01427	0.00683
55.68877	38.84487	-0.06913	-0.01387	0.00583
55.68877	38.84487	-0.07013	-0.01346	0.00462
55.68877	38.84487	-0.07054	-0.01447	0.00502
55.68877	38.84487	-0.07094	-0.01286	0.00462
55.68877	38.84487	-0.07114	-0.01346	0.00221
55.68877	38.84487	-0.07234	-0.01246	6.02865E-4
55.68877	38.84487	-0.07214	-0.01346	0.00201
55.68877	38.84487	-0.07174	-0.01447	0.00422
55.68877	38.84487	-0.07275	-0.01527	0.00322
55.68877	38.84487	-0.07295	-0.01648	0.00342
55.68877	38.84487	-0.07355	-0.01708	0.00241
55.68877	38.84487	-0.07335	-0.01788	0.00462
55.68877	38.84487	-0.07435	-0.01889	0.00281
55.68876	38.84487	-0.07395	-0.01829	0.00482
55.68876	38.84487	-0.07455	-0.01768	0.00322
55.68876	38.84487	-0.07435	-0.01809	0.00502
55.68876	38.84487	-0.07435	-0.01889	0.00583
55.68876	38.84487	-0.07435	-0.0201	0.00603
55.68876	38.84487	-0.07435	-0.01949	0.00723
55.68876	38.84487	-0.07395	-0.01969	0.00784
55.68876	38.84487	-0.07395	-0.0201	0.00884
55.68876	38.84487	-0.07455	-0.0207	0.01005
55.68876	38.84487	-0.07496	-0.0207	0.01025
55.68876	38.84487	-0.07596	-0.0207	0.00924
55.68876	38.84487	-0.07556	-0.0217	0.01125
55.68876	38.84487	-0.07616	-0.0219	0.01186
55.68876	38.84487	-0.07656	-0.0219	0.01166
55.68875	38.84487	-0.07737	-0.0213	0.00965
55.68875	38.84487	-0.07757	-0.0217	0.00884
55.68875	38.84487	-0.07777	-0.0219	0.00924
55.68875	38.84487	-0.07797	-0.02291	0.00884
55.68875	38.84487	-0.07757	-0.02371	0.01005
55.68875	38.84487	-0.07757	-0.02291	0.00985
55.68875	38.84487	-0.07877	-0.02251	0.00904
55.68875	38.84488	-0.07918	-0.02231	0.00884
55.68875	38.84488	-0.07857	-0.02371	0.01166
55.68875	38.84488	-0.07938	-0.02291	0.00985
55.68875	38.84488	-0.07998	-0.02291	0.00924
55.68875	38.84488	-0.08038	-0.02271	0.00723
55.68875	38.84488	-0.08098	-0.02251	0.00543
55.68875	38.84488	-0.08038	-0.02331	0.00824
55.68875	38.84488	-0.07998	-0.02411	0.01186
55.68874	38.84488	-0.07998	-0.02411	0.01266
55.68874	38.84488	-0.08058	-0.02411	0.01226
55.68874	38.84488	-0.07998	-0.02411	0.01467
55.68874	38.84488	-0.08018	-0.02452	0.01628
55.68874	38.84488	-0.08038	-0.02391	0.01366
55.68874	38.84488	-0.07978	-0.02391	0.01608
55.68874	38.84488	-0.07958	-0.02512	0.01788
55.68874	38.84488	-0.07998	-0.02411	0.01788
55.68874	38.84488	-0.08098	-0.02411	0.01567
55.68874	38.84488	-0.08179	-0.02452	0.01547
55.68874	38.84488	-0.08259	-0.02592	0.01507
55.68874	38.84488	-0.08219	-0.02713	0.01588
55.68874	38.84488	-0.0832	-0.02733	0.01487
55.68873	38.84488	-0.0836	-0.02713	0.01427
55.68873	38.84488	-0.0836	-0.02753	0.01547
55.68873	38.84488	-0.0838	-0.02693	0.01608
55.68873	38.84488	-0.0836	-0.02813	0.01688
55.68873	38.84488	-0.0844	-0.02773	0.01588
55.68873	38.84488	-0.084	-0.02833	0.01668
55.68873	38.84488	-0.0852	-0.02833	0.01567
55.68873	38.84488	-0.08581	-0.02833	0.01387
55.68873	38.84488	-0.08661	-0.02813	0.01387
55.68873	38.84488	-0.08742	-0.02773	0.01266
55.68873	38.84488	-0.08742	-0.02813	0.01306
55.68873	38.84488	-0.08862	-0.02773	0.01286
55.68873	38.84488	-0.08862	-0.02713	0.01306
55.68872	38.84488	-0.08882	-0.02552	0.01447
55.68872	38.84488	-0.08963	-0.02472	0.01507
55.68872	38.84488	-0.08963	-0.02512	0.01648
55.68872	38.84488	-0.08963	-0.02532	0.01748
55.68872	38.84488	-0.09023	-0.02552	0.01788
55.68872	38.84488	-0.09083	-0.02492	0.01788
55.68872	38.84488	-0.09164	-0.02512	0.01648
55.68872	38.84488	-0.09184	-0.02391	0.01608
55.68872	38.84488	-0.09204	-0.02351	0.01668
55.68872	38.84488	-0.09264	-0.02351	0.01688
55.68872	38.84489	-0.09164	-0.02311	0.01889
55.68872	38.84489	-0.09184	-0.0219	0.01949
55.68871	38.84489	-0.09364	-0.0209	0.01467
55.68871	38.84489	-0.09364	-0.0207	0.01547
55.68871	38.84489	-0.09425	-0.0207	0.01567
55.68871	38.84489	-0.09525	-0.0209	0.01346
55.68871	38.84489	-0.09505	-0.0213	0.01527
55.68871	38.84489	-0.09485	-0.0213	0.01588
55.68871	38.84489	-0.09485	-0.02271	0.01648
55.68871	38.84489	-0.09465	-0.02291	0.01688
55.68871	38.84489	-0.09465	-0.02271	0.01688
55.68871	38.84489	-0.09586	-0.02271	0.01527
55.68871	38.84489	-0.09646	-0.0215	0.01326
55.68871	38.84489	-0.09666	-0.0213	0.01306
55.6887	38.84489	-0.09666	-0.0215	0.01306
55.6887	38.84489	-0.09666	-0.0213	0.01387
55.6887	38.84489	-0.09807	-0.0209	0.01145
55.6887	38.84489	-0.09746	-0.0217	0.01246
